Legende	layer.Nr	THICK	STONEF	PSIF	THETAF	THSAT	BEXP	KF	WETINF	SWATMX
103	5	0.25	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
103	6	0.3	0.9	-7	0.188	0.395	4.05	4	0.92	11.85
104	1	0.03	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	7.83
104	2	0.03	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	7.83
104	3	0.14	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	24.36
105	1	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
105	2	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
105	3	0.3	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
106	1	0.04	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	15.66
106	2	0.06	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	22.14
106	3	0.4	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
106	4	0.2	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
107	1	0.04	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	13.92
107	2	0.06	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	20.88
107	3	0.1	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	40.59
107	4	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
107	5	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
107	6	0.4	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
108	1	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
108	2	0.05	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	18.9
108	3	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
108	4	0.45	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
109	1	0.05	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	20.295
109	2	0.07	0.1	-25	0.365	0.485	5.3	13.1	0.92	30.555
109	3	0.11	0.1	-25	0.365	0.485	5.3	13.1	0.92	48.015
109	4	0.22	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	89.298
109	5	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
109	6	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
109	7	0.05	0.6	-25	0.365	0.485	5.3	13.1	0.92	9.7
110	1	0.03	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	7.83
110	2	0.12	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
110	3	0.1	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
110	4	0.35	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	126.28
110	5	1	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
110	6	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
110	7	0.5	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
111	1	0.05	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	12.3
111	2	0.25	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	61.5
111	3	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
111	4	0.25	0.4	-7	0.188	0.395	4.05	4	0.92	59.25
112	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
112	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
112	3	0.15	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	40.59
112	4	0.25	0.4	-25	0.365	0.485	5.3	13.1	0.92	72.75
112	5	0.45	0.4	-14.8	0.402	0.476	8.52	7.3	0.92	128.52
112	6	0.2	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
113	1	0.08	0	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
113	2	0.32	0.2	-7	0.188	0.395	4.05	4	0.92	101.12
113	3	0.15	0.6	-7	0.188	0.395	4.05	4	0.92	23.7
114	1	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
114	2	0.52	0	-7.9	0.266	0.435	4.9	5.5	0.92	226.2
114	3	0.13	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	42.64
114	4	0.15	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
115	1	0.25	0	-7	0.188	0.395	4.05	4	0.92	98.75
115	2	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
116	1	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
116	2	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
117	1	0.24	0	-7	0.188	0.395	4.05	4	0.92	94.8
117	2	0.18	0	-7	0.188	0.395	4.05	4	0.92	71.1
118	1	0.04	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	10.44
118	2	0.26	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	67.86
119	1	0.08	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	27.84
119	2	0.32	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	111.36
119	3	0.5	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	174
119	4	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
119	5	0.1	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	33.6
121	1	0.08	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	13.92
121	2	0.92	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	160.08
122	1	0.08	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	20.88
122	2	0.17	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	44.37
122	3	0.35	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	14.35
123	1	0.08	0.1	-25	0.365	0.485	5.3	13.1	0.92	34.92
123	2	0.12	0.4	-25	0.365	0.485	5.3	13.1	0.92	34.92
123	3	0.6	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	156.6
124	1	0.05	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	18.04
124	2	0.5	0.2	-25	0.365	0.485	5.3	13.1	0.92	194
124	3	0.05	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	9.02
125	1	0.8	0.3	-25	0.365	0.485	5.3	13.1	0.92	271.6
126	1	0.03	0.2	-14.8	0.402	0.476	8.52	7.3	0.92	11.424
126	2	0.07	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	25.256
126	3	0.1	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
126	4	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
126	5	0.2	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
126	6	0.4	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
127	1	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
127	2	0.08	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	28.864
127	3	0.22	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	76.56
127	4	0.4	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
128	1	0.06	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	21.648
128	2	0.14	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	50.512
128	3	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
128	4	0.2	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
129	1	0.04	0.6	-14.8	0.402	0.476	8.52	7.3	0.92	7.616
129	2	0.06	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	10.824
129	3	0.15	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	27.06
130	1	0.2	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
130	2	0.05	0.9	-8.5	0.324	0.451	5.39	6.3	0.92	2.255
131	1	0.05	0.1	-25	0.365	0.485	5.3	13.1	0.92	21.825
131	2	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
131	3	0.3	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
132	1	0.04	0	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
132	2	0.06	0	-8.5	0.324	0.451	5.39	6.3	0.92	27.06
132	3	0.7	0	-25	0.365	0.485	5.3	13.1	0.92	339.5
133	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
133	2	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
133	3	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
133	4	0.65	0.4	-25	0.365	0.485	5.3	13.1	0.92	189.15
134	1	0.25	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	101.475
134	2	0.5	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	202.95
134	3	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
134	4	0.4	0.4	-25	0.365	0.485	5.3	13.1	0.92	116.4
135	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
135	2	0.15	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	60.885
135	3	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
135	4	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
135	5	0.15	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
135	6	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
136	1	0.35	0.1	-25	0.365	0.485	5.3	13.1	0.92	152.775
136	2	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
136	3	0.35	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	126.28
136	4	0.3	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
137	1	0.1	0.2	-25	0.365	0.485	5.3	13.1	0.92	38.8
137	2	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
138	1	0.05	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	13.53
138	2	0.05	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	9.02
138	3	0.35	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	63.14
139	1	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
139	2	0.25	0.4	-25	0.365	0.485	5.3	13.1	0.92	72.75
139	3	0.45	0.6	-25	0.365	0.485	5.3	13.1	0.92	87.3
139	4	0.3	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
140	1	0.02	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	6.56
140	2	0.58	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	190.24
140	3	0.7	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	121.8
141	1	0.03	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	10.824
141	2	0.47	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	163.56
141	3	0.3	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
142	1	0.1	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	24.6
142	2	0.1	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	16.4
143	1	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
143	2	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
143	3	0.05	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	8.7
144	1	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
144	2	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
144	3	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
144	4	0.35	0.6	-7	0.188	0.395	4.05	4	0.92	55.3
145	1	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
145	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
145	3	0.8	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	278.4
146	1	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
146	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
146	3	0.45	0	-25	0.365	0.485	5.3	13.1	0.92	218.25
146	4	0.15	0	-3.8	0.203	0.41	4.38	3.5	0.92	61.5
146	5	0.3	0	-3.8	0.203	0.41	4.38	3.5	0.92	123
147	1	0.1	0	-6	0.397	0.477	7.75	4.9	0.92	47.7
147	2	0.1	0	-6	0.397	0.477	7.75	4.9	0.92	47.7
147	3	0.15	0.1	-7.7	0.425	0.482	11.4	4.3	0.94	65.07
147	4	0.5	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	168
147	5	0.25	0.6	-7	0.188	0.395	4.05	4	0.92	39.5
148	1	0.25	0.2	-25	0.365	0.485	5.3	13.1	0.92	97
148	2	0.4	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	98.4
150	1	0.05	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	16.4
150	2	0.45	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	147.6
150	3	0.8	0.1	-7	0.188	0.395	4.05	4	0.92	284.4
151	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
151	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
151	3	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
151	4	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
152	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
152	2	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
152	3	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
152	4	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
153	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
153	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
153	3	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
153	4	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
153	5	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
154	1	1.45	0	-25	0.365	0.485	5.3	13.1	0.92	703.25
155	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
155	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
155	3	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
155	4	0.55	0	-25	0.365	0.485	5.3	13.1	0.92	266.75
155	5	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
156	1	0.02	0	-25	0.365	0.485	5.3	13.1	0.92	9.7
156	2	0.03	0	-25	0.365	0.485	5.3	13.1	0.92	14.55
156	3	0.07	0	-25	0.365	0.485	5.3	13.1	0.92	33.95
156	4	0.48	0	-25	0.365	0.485	5.3	13.1	0.92	232.8
156	5	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
156	6	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
157	1	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
157	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
157	3	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
157	4	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
157	5	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
158	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
158	2	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
158	3	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
158	4	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
158	5	0.25	0	-6	0.397	0.477	7.75	4.9	0.92	119.25
158	6	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
159	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
159	2	0.55	0	-25	0.365	0.485	5.3	13.1	0.92	266.75
159	3	0.45	0	-25	0.365	0.485	5.3	13.1	0.92	218.25
160	1	0.9	0.52	-25	0.365	0.485	5.3	13.1	0.92	209.52
161	1	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
161	2	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
161	3	0.25	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
161	4	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
161	5	0.4	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	65.6
162	1	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
162	2	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
162	3	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
162	4	0.15	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	6.15
162	5	0.15	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	6.15
163	1	0.05	0.1	-25	0.365	0.485	5.3	13.1	0.92	21.825
163	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
163	3	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
163	4	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
163	5	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
163	6	0.25	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
163	7	0.6	0.6	-7	0.188	0.395	4.05	4	0.92	94.8
164	1	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
164	2	0.15	0	-3.8	0.203	0.41	4.38	3.5	0.92	61.5
164	3	0.5	0	-3.8	0.203	0.41	4.38	3.5	0.92	205
164	4	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
165	1	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
165	2	0.1	0.2	-25	0.365	0.485	5.3	13.1	0.92	38.8
165	3	0.25	0.2	-25	0.365	0.485	5.3	13.1	0.92	97
165	4	0.35	0.4	-25	0.365	0.485	5.3	13.1	0.92	101.85
165	5	0.2	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
165	6	0.5	0.4	-14.8	0.402	0.476	8.52	7.3	0.92	142.8
166	1	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
166	2	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
166	3	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
166	4	0.1	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	27.06
166	5	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
166	6	0.35	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	57.4
167	1	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
167	2	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
167	3	0.5	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	174
167	4	1	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	336
167	5	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
168	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
168	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
168	3	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
168	4	0.15	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	60.885
168	5	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
168	6	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
169	1	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
169	2	0.35	0.1	-25	0.365	0.485	5.3	13.1	0.92	152.775
169	3	0.55	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	143.55
170	1	1.2	0.18	-25	0.365	0.485	5.3	13.1	0.92	477.24
172	1	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
172	2	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
172	3	0.2	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	65.6
172	4	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
172	5	0.45	0.4	-14.8	0.402	0.476	8.52	7.3	0.92	128.52
173	1	0.03	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	11.745
173	2	0.22	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	86.13
173	3	0.25	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	101.475
173	4	0.5	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	180.4
173	5	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
173	6	0.7	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	172.2
174	1	0.1	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
174	2	0.4	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	139.2
174	3	0.3	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	12.3
175	1	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
175	2	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
175	3	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
175	4	0.45	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
176	1	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
176	2	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
176	3	0.6	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	234.9
177	1	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
177	2	0.45	0.6	-7.7	0.425	0.482	11.4	4.3	0.94	86.76
177	3	0.2	0.6	-7.7	0.425	0.482	11.4	4.3	0.94	38.56
177	4	0.4	0.6	-7.7	0.425	0.482	11.4	4.3	0.94	77.12
177	5	0.8	0.9	-7.7	0.425	0.482	11.4	4.3	0.94	38.56
178	1	0.05	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	16.4
178	2	0.25	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	82
178	3	0.15	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
178	4	0.25	0.4	-7	0.188	0.395	4.05	4	0.92	59.25
178	5	0.3	0.4	-7	0.188	0.395	4.05	4	0.92	71.1
178	6	0.5	0.6	-7	0.188	0.395	4.05	4	0.92	79
179	1	0.3	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
179	2	0.3	0.4	-14.8	0.402	0.476	8.52	7.3	0.92	85.68
179	3	0.4	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
180	1	0.05	0	-25	0.365	0.485	5.3	13.1	0.92	24.25
180	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
180	3	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
180	4	0.9	0	-25	0.365	0.485	5.3	13.1	0.92	436.5
180	5	0.1	0.4	-7	0.188	0.395	4.05	4	0.92	23.7
181	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
181	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
181	3	0.7	0	-25	0.365	0.485	5.3	13.1	0.92	339.5
181	4	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
182	1	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
182	2	0.55	0	-25	0.365	0.485	5.3	13.1	0.92	266.75
182	3	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
182	4	0.2	0.4	-7	0.188	0.395	4.05	4	0.92	47.4
183	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
183	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
183	3	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
183	4	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
183	5	0.2	0	-6	0.397	0.477	7.75	4.9	0.92	95.4
184	1	0.02	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	6.96
184	2	0.98	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	341.04
185	1	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
185	2	0.9	0.1	-25	0.365	0.485	5.3	13.1	0.92	392.85
186	1	0.02	0.4	-3.7	0.358	0.426	10.4	2.9	0.93	5.112
186	2	0.98	0.4	-3.7	0.358	0.426	10.4	2.9	0.93	250.488
186	3	0.5	0.6	-6.3	0.317	0.42	7.12	4.2	0.92	84
187	1	0.12	0.1	-25	0.365	0.485	5.3	13.1	0.92	52.38
187	2	0.53	0.2	-25	0.365	0.485	5.3	13.1	0.92	205.64
187	3	0.3	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
187	4	0.25	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	67.65
188	1	0.08	0.1	-25	0.365	0.485	5.3	13.1	0.92	34.92
188	2	0.49	0.1	-25	0.365	0.485	5.3	13.1	0.92	213.885
188	3	0.23	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	80.04
189	1	0.06	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	23.49
189	2	0.42	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	164.43
189	3	0.42	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	73.08
190	1	0.08	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	32.472
190	2	0.24	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	93.96
190	3	0.43	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	149.64
190	4	0.45	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
191	1	0.06	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	21.648
191	2	0.32	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	115.456
191	3	0.22	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	57.42
192	1	0.11	0.1	-25	0.365	0.485	5.3	13.1	0.92	48.015
192	2	0.11	0.2	-25	0.365	0.485	5.3	13.1	0.92	42.68
192	3	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
192	4	0.29	0.6	-25	0.365	0.485	5.3	13.1	0.92	56.26
192	5	0.49	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	21.315
193	1	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
193	2	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
193	3	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
193	4	0.15	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
193	5	0.55	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	198.44
194	1	0.08	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	28.864
194	2	0.26	0.2	-25	0.365	0.485	5.3	13.1	0.92	100.88
194	3	0.26	0.2	-14.8	0.402	0.476	8.52	7.3	0.92	99.008
194	4	0.45	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
197	1	0.12	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	32.472
197	2	0.36	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	93.96
197	3	0.37	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	64.38
198	1	0.03	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	7.83
198	2	0.32	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	86.592
198	3	0.15	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
198	4	0.4	0.9	-7	0.188	0.395	4.05	4	0.92	15.8
199	1	0.06	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	21.648
199	2	0.47	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	163.56
199	3	0.22	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	39.688
200	1	0.05	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	20.295
